Data;PETR4_Var_Resposta;PETR4_Volume_Dia_Anterior;PETR4_Var_Abertura_Hoje_Dia_Anterior;PETR4_Var_Dia_Anterior;IBOV_Var_Dia_Anterior;DOW_JONES_Var_Dia_Anterior;Tx_Selic_Var_Dia_Anterior;Var_Cambio_Nominal_Dia_Anterior;Var_Petroleo_Brent_Dia_Anterior;Google_Buscas_Dia_Anterior;Google_Noticias_Dia_Anterior;Google_Gasolina_Dia_Anterior;PETR4_Var_Positiva_2_dias;PETR4_Var_Negativa_2_dias;PETR4_Var_Maior_1;IBOV_Var_Positiva_2_dias;IBOV_Var_Negativa_2_dias;DOW_JONES_Var_Positiva_2_dias;DOW_JONES_Var_Negativa_2_dias;Petroleo_Brent_Var_Positiva_2_dias;Petroleo_Brent_Var_Negativa_2_dias;Mes_Eleitoral;Mes_Pre_Eleitoral;Mes_Pos_Eleitoral
12/05/2011;0;21.92;-0.17;-0.55;-1101.06;75;0;0.017;-5.06;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/05/2011;0;23.48;0.08;-0.11;227.34;-116;0;-0.001;0.41;70;18;14;0;1;0;0;0;0;0;0;0;0;0;0
16/05/2011;1;20.1;-0.08;-0.13;-767.86;-47;0;0.017;0.85;82;20;31;0;1;0;0;0;0;0;1;0;0;0;0
17/05/2011;1;30.11;0.04;0.35;-405.62;-72;0;-0.002;-1.1;70;0;16;0;0;0;0;1;0;1;0;0;0;0;0
18/05/2011;0;20.28;0.06;0.38;843.66;95;0;-0.019;-2.74;38;0;0;1;0;0;0;0;0;1;0;1;0;0;0
19/05/2011;0;18.81;0.13;-0.25;-832.73;59;0;-0.007;2.31;88;0;36;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2011;1;17.72;0.02;-0.38;-473.25;-125;0;0.007;-0.88;90;100;17;0;1;0;0;1;1;0;0;0;0;0;0
23/05/2011;0;13.97;-0.41;0.29;229.16;-104;0;0.006;0.97;82;43;17;0;0;0;0;0;0;0;0;0;0;0;0
24/05/2011;1;14.8;0.21;-0.32;-251.34;-35;0;0.011;-2.29;78;27;14;0;0;0;0;0;0;1;0;0;0;0;0
25/05/2011;1;12.81;-0.01;0.2;991.57;24;0;-0.009;2.43;38;20;30;0;0;0;0;0;0;1;0;0;0;0;0
26/05/2011;1;12.4;0.08;0.05;51.69;58;0;0.005;2.4;96;0;100;1;0;0;1;0;0;0;1;0;0;0;0
27/05/2011;1;16.78;0.1;0.24;710.13;19;0;-0.013;0.12;87;19;33;1;0;0;1;0;1;0;1;0;0;0;0
30/05/2011;0;13.77;0.02;0.08;196.39;32;0;-0.021;-0.02;120;0;0;1;0;0;1;0;1;0;0;0;0;0;0
31/05/2011;1;3.56;0.19;-0.18;-341.03;98;0;-0.006;-0.35;118;21;0;0;0;0;0;0;1;0;0;1;0;0;0
01/06/2011;0;16.17;-0.07;0.01;666.15;-284;0;-0.008;2.05;87;21;0;0;0;0;0;0;1;0;0;0;0;0;0
02/06/2011;0;17.9;0.06;-0.07;-1208.6;-36;0;0.013;-2.2;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/06/2011;0;15.76;-0.14;-0.04;806.6;-113;0;-0.018;1.01;59;49;0;0;1;0;0;0;0;1;0;0;0;0;0
06/06/2011;0;15.35;0.07;-0.14;122.42;-38;0;0.001;0.3;86;69;71;0;1;0;1;0;0;1;1;0;0;0;0
07/06/2011;0;22.04;0.14;-0.49;-1272.77;-15;0;0.008;-1.36;61;49;0;0;1;0;0;0;0;1;0;0;0;0;0
08/06/2011;1;23.26;-0.05;-0.16;150.12;-42;0;-0.003;2.3;110;68;74;0;1;0;0;0;0;1;0;0;0;0;0
09/06/2011;1;21.78;0.04;0.16;-184.88;83;0.25;0;1.07;118;47;69;0;0;0;0;0;0;1;1;0;0;0;0
10/06/2011;1;24.54;0.07;0.42;435.85;-172;0;0.002;1.72;103;88;70;1;0;0;0;0;0;0;1;0;0;0;0
13/06/2011;0;17.6;0.04;0.02;-771.66;12;0;0.013;-0.79;87;47;0;1;0;0;0;0;0;0;0;0;0;0;0
14/06/2011;1;12.15;0.08;-0.33;-674.24;134;0;-0.013;0.32;115;100;0;0;0;0;0;1;0;0;0;0;0;0;0
15/06/2011;0;13.54;-0.26;0.23;181.91;-186;0;0;1.06;59;46;0;0;0;0;0;0;1;0;1;0;0;0;0
16/06/2011;0;20.61;-0.01;-0.25;-601.09;66;0;0.017;-3.06;88;40;0;0;0;0;0;0;0;0;0;0;0;0;0
17/06/2011;0;20.18;0.15;-0.01;-723.12;80;0;0.002;-3.08;101;0;0;0;1;0;0;1;0;0;0;1;0;0;0
20/06/2011;0;14.2;-0.04;-0.04;179.36;-34;0;-0.004;-0.81;62;51;0;0;1;0;0;0;1;0;0;1;0;0;0
21/06/2011;1;18.98;0.08;-0.12;108.26;75;0;-0.002;-1.52;55;49;0;0;1;0;1;0;0;0;0;1;0;0;0
22/06/2011;1;13.52;-0.04;0.12;255.37;-65;0;-0.01;-0.74;91;0;0;0;0;0;1;0;0;0;0;1;0;0;0
24/06/2011;0;18.63;-0.07;0.01;-229.52;-95;0;0;-6.95;75;91;79;1;0;0;0;0;0;1;0;0;0;0;0
27/06/2011;1;16;0.11;-0.32;-177.37;109;0;0.013;-2.14;70;57;0;0;0;0;0;1;0;1;0;1;0;0;0
28/06/2011;1;14.97;0.08;0.17;200.26;151;0;-0.01;0.87;99;44;64;0;0;0;0;0;0;0;0;0;0;0;0
29/06/2011;0;15.77;0.04;0.31;1086.39;77;0;-0.018;2.79;119;68;0;1;0;0;1;0;1;0;1;0;0;0;0
30/06/2011;1;14.15;0.18;-0.06;30.6;127;0;-0.009;3.62;73;0;0;0;0;0;1;0;1;0;1;0;0;0;0
01/07/2011;1;16.09;-0.06;0.29;69.67;169;0;-0.005;0.08;51;0;0;0;0;0;1;0;1;0;1;0;0;0;0
04/07/2011;1;18.21;-0.02;0.02;990.7;32;0;-0.005;-0.71;198;54;0;1;0;0;1;0;1;0;0;0;0;0;0
05/07/2011;0;5.66;0;0.04;496.97;-13;0;-0.005;-0.38;102;0;100;1;0;0;1;0;1;0;0;1;0;0;0
06/07/2011;0;12.73;-0.09;-0.2;-852.5;36;0;0.013;2.22;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/07/2011;1;13.13;0.16;-0.04;-473.35;112;0;0.004;0.01;95;38;78;0;1;0;0;1;0;0;1;0;0;0;0
08/07/2011;0;15.38;-0.11;0.1;-358.13;-66;0;-0.014;4.97;52;36;0;0;0;0;0;1;1;0;1;0;0;0;0
11/07/2011;0;13.57;-0.2;-0.16;-694.09;-126;0;0.01;-0.26;129;42;0;0;0;0;0;1;0;0;0;0;0;0;0
12/07/2011;0;16.6;-0.11;-0.24;-1289.61;-76;0;0.015;-1.09;82;0;0;0;1;0;0;1;0;1;0;1;0;0;0
13/07/2011;1;11.85;0.14;-0.02;-518.88;12;0;-0.001;0.51;84;100;0;0;1;0;0;1;0;1;0;0;0;0;0
14/07/2011;0;15.35;-0.1;0.22;965.14;-43;0;-0.008;1.03;50;60;0;0;0;0;0;0;0;0;1;0;0;0;0
15/07/2011;1;17.25;0.05;-0.37;-990.54;70;0;0.005;-0.46;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/07/2011;0;15.79;-0.15;0.04;-201.34;-124;0;-0.002;-1.06;76;31;0;0;0;0;0;1;0;0;0;1;0;0;0
19/07/2011;0;16.34;0.09;-0.19;-640.4;179;0;0.002;-1.21;150;36;0;0;0;0;0;1;0;0;0;1;0;0;0
20/07/2011;0;17.12;0.08;-0.09;244.52;0;0;-0.011;1.01;82;0;0;0;1;0;0;0;0;0;0;0;0;0;0
21/07/2011;1;18.94;0.08;-0.23;37.58;183;0.25;-0.001;1.09;137;31;0;0;1;0;1;0;1;0;1;0;0;0;0
22/07/2011;0;19.08;0.01;0.52;1143.24;-69;0;-0.013;-0.64;102;0;0;0;0;0;1;0;1;0;0;0;0;0;0
25/07/2011;1;13.49;0.1;-0.03;7.52;-71;0;0;1.16;75;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26/07/2011;1;26.75;0.08;0.44;-299.93;-118;0;-0.012;-0.73;85;26;54;0;0;0;0;0;0;1;0;0;0;0;0
27/07/2011;0;25.39;-0.06;0.14;-630.64;-188;0;-0.002;0.34;131;26;53;1;0;0;0;1;0;1;0;0;0;0;0
28/07/2011;0;22.22;0.08;-0.06;-1051.44;-51;0;0.017;-0.85;145;0;0;0;0;0;0;1;0;1;0;0;0;0;0
29/07/2011;1;17.26;-0.26;-0.08;419.79;-105;0;0.012;-0.07;117;28;59;0;1;0;0;0;0;1;0;1;0;0;0
01/08/2011;1;13.7;0.14;0;115.2;-48;0;-0.018;-0.62;91;31;0;0;0;0;1;0;0;1;0;1;0;0;0
02/08/2011;0;14.87;-0.01;0;-287.71;-236;0;0.018;0.07;184;40;63;1;0;0;0;0;0;1;0;0;0;0;0
03/08/2011;0;14.56;0.06;-0.27;-1224.96;14;0;-0.001;-0.35;81;49;0;0;0;0;0;1;0;1;0;0;0;0;0
04/08/2011;0;25.54;-0.33;-0.57;-1293.56;-447;0;-0.004;-3.23;97;47;49;0;1;0;0;1;0;0;0;1;0;0;0
05/08/2011;0;42.91;-0.02;-1.38;-3205.86;31;0;0.025;-5.98;106;44;0;0;1;1;0;1;0;0;0;1;0;0;0
08/08/2011;0;40.03;-0.81;-0.39;137.86;-676;0;-0.011;2.12;130;0;56;0;1;0;0;0;0;0;0;0;0;0;0
09/08/2011;1;40.64;0.15;-1.29;-4280.93;468;0;0.051;-5.63;118;51;0;0;1;1;0;0;0;0;0;0;0;0;0
10/08/2011;1;45.49;-0.12;0.42;2482.61;-469;0;-0.037;-1.17;144;49;58;0;0;0;0;0;0;0;0;1;0;0;0
11/08/2011;1;38.25;0.18;0.49;244.39;359;0;0.034;4.11;178;43;47;1;0;0;1;0;0;0;0;0;0;0;0
12/08/2011;1;38.56;0.02;0.4;1947.82;166;0;0.004;1.34;140;44;0;1;0;0;1;0;0;0;1;0;0;0;0
15/08/2011;1;33.2;0.16;0.08;130.24;153;0;-0.016;0.01;134;46;0;1;0;0;1;0;1;0;1;0;0;0;0
16/08/2011;0;21.68;-0.19;0.58;1178.48;-16;0;-0.023;1.88;114;49;0;1;0;0;1;0;1;0;1;0;0;0;0
17/08/2011;1;19.51;0.04;-0.2;-328.22;-6;0;0.002;-0.44;83;100;0;0;0;0;0;0;0;0;0;0;0;0;0
18/08/2011;0;18.83;-0.44;0.1;749.41;-364;0;-0.001;1.13;99;43;0;0;0;0;0;0;0;1;0;0;0;0;0
19/08/2011;0;25.69;-0.31;-0.48;-1938.92;-197;0;0.01;-3.61;83;0;94;0;0;0;0;0;0;1;0;0;0;0;0
22/08/2011;0;23.67;0.34;-0.51;-686.47;27;0;0.001;1.63;103;97;75;0;1;0;0;1;0;1;0;0;0;0;0
23/08/2011;1;17.21;0.13;-0.04;-7.4;294;0;0.007;-0.26;64;49;0;0;1;0;0;1;0;0;0;0;0;0;0
24/08/2011;1;21.92;-0.03;0.43;1346.4;127;0;-0.011;0.95;32;80;0;0;0;0;0;0;1;0;0;0;0;0;0
25/08/2011;0;18.45;-0.07;0.06;9.07;-137;0;0.017;0.84;53;99;0;1;0;0;1;0;1;0;1;0;0;0;0
26/08/2011;1;19.39;-0.13;-0.31;-842.4;148;0;-0.004;0.47;72;44;46;0;0;0;0;0;0;0;1;0;0;0;0
29/08/2011;1;17.69;0.24;0.03;397.49;238;0;-0.006;0.74;93;95;50;0;0;0;0;0;0;0;1;0;0;0;0
30/08/2011;1;16.38;-0.1;0.5;1509.94;-25;0;-0.012;0.52;41;0;43;1;0;0;1;0;1;0;1;0;0;0;0
31/08/2011;1;17.01;0.17;0.05;524.3;111;0;0.005;2.14;88;44;100;1;0;0;1;0;0;0;1;0;0;0;0
01/09/2011;1;26.44;0.27;0.21;1110.09;-138;-0.5;-0.007;0.83;32;44;0;1;0;0;1;0;0;0;1;0;0;0;0
02/09/2011;0;21.63;-0.32;0.2;1623.08;-257;0;0.031;-0.56;197;89;0;1;0;0;1;0;0;0;0;0;0;0;0
05/09/2011;0;24.31;-0.4;-0.56;-1586.58;-266;0;0.021;-1.96;122;50;51;0;0;0;0;0;0;1;0;1;0;0;0
06/09/2011;1;9.51;-0.25;-0.29;-1533.21;186;0;0.004;-2.25;115;54;52;0;1;0;0;1;0;1;0;1;0;0;0
08/09/2011;1;21.67;0.23;0.37;1608.89;-122;0;-0.001;2.91;71;53;100;0;0;0;0;0;1;0;1;0;0;0;0
09/09/2011;0;16.15;-0.14;0.16;1016.33;-272;0;0.006;-1.25;154;46;45;1;0;0;1;0;0;0;0;0;0;0;0
12/09/2011;1;18.88;-0.29;-0.43;-1845.24;40;0;0.013;-1.78;93;0;0;0;0;0;0;0;0;1;0;1;0;0;0
13/09/2011;0;16.69;0.05;0.16;-92.92;34;0;0.031;-0.52;134;0;45;0;0;0;0;1;0;0;0;1;0;0;0
14/09/2011;1;14.96;0.03;-0.02;-141.5;153;0;0.006;-0.36;127;0;0;0;0;0;0;1;1;0;0;1;0;0;0
15/09/2011;1;19.62;0.15;0.17;742.07;204;0;0.004;0.51;77;0;0;0;0;0;0;0;1;0;0;0;0;0;0
16/09/2011;1;12.98;0;0.03;95.42;48.5;0;-0.009;2.94;87;0;0;1;0;0;1;0;1;0;1;0;0;0;0
19/09/2011;1;13.11;-0.27;0.08;828.65;-177.5;0;0.028;-3.12;82;0;0;1;0;0;1;0;1;0;0;0;0;0;0
20/09/2011;0;20.02;-0.02;0.13;-107.33;12;0;0.067;-3.08;121;49;0;1;0;0;0;0;0;0;0;1;0;0;0
21/09/2011;1;14.86;0.12;-0.17;-724.15;-328;0;-0.014;1.4;85;0;0;0;0;0;0;1;0;0;0;0;0;0;0
22/09/2011;0;19.37;-0.49;0;-396.73;-357;0;0.098;-0.18;137;46;0;0;0;0;0;1;0;0;0;0;0;0;0
23/09/2011;0;31.51;0;-0.92;-2701.62;47;0;0.02;-4.87;126;45;45;0;0;0;0;1;0;1;0;1;0;0;0
26/09/2011;1;17.88;0.16;-0.29;-49.92;275;0;-0.07;-1.52;130;41;43;0;1;0;0;1;0;0;0;1;0;0;0
27/09/2011;0;17.56;0.26;0.52;517.16;148;0;-0.011;-0.03;134;44;41;0;0;0;0;0;1;0;0;1;0;0;0
28/09/2011;0;15.41;0.02;-0.19;172.84;-144;0;-0.018;3.2;116;69;89;0;0;0;1;0;1;0;0;0;0;0;0
29/09/2011;1;15.57;0.11;-0.17;-650;123;0;0.033;-3.33;63;47;0;0;1;0;0;0;0;0;0;0;0;0;0
30/09/2011;0;15.21;-0.18;0.04;114.31;-258;0;0.005;0.14;116;47;47;0;0;0;0;0;0;0;0;0;0;0;0
03/10/2011;0;20.43;-0.12;-0.25;-1060.25;-312;0;0.037;-1.19;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/10/2011;1;28.62;-0.13;-0.58;-1532.89;154;0;0.014;-1.05;79;32;0;0;1;0;0;1;0;1;0;1;0;0;0
05/10/2011;0;29.42;-0.13;0.12;-105.19;155;0;-0.036;-1.92;118;36;0;0;0;0;0;1;0;0;0;1;0;0;0
06/10/2011;1;20.44;0.24;-0.29;327.51;208;0;-0.026;2.94;127;33;44;0;0;0;0;0;1;0;0;0;0;0;0
07/10/2011;0;27.3;0.18;0.54;1276.52;20;0;-0.051;3;108;31;43;0;0;0;1;0;1;0;1;0;0;0;0
10/10/2011;1;21.1;0.17;-0.46;-1046.75;302;0;-0.009;0.15;53;74;0;0;0;0;0;0;1;0;1;0;0;0;0
11/10/2011;1;17.7;-0.18;0.51;2029.49;-38;0;-0.009;3.07;60;37;50;0;0;0;0;0;1;0;1;0;0;0;0
13/10/2011;1;29.73;0.2;0.21;565.36;-24;0;0;0.63;112;34;0;1;0;0;1;0;0;0;1;0;0;0;0
14/10/2011;1;27.05;0.14;0.19;762.6;174;0;-0.024;-0.25;79;29;0;1;0;0;1;0;0;0;0;0;0;0;0
17/10/2011;0;20.93;-0.16;0.21;429.38;-265;0;-0.019;3.57;40;0;0;1;0;0;1;0;0;0;0;0;0;0;0
18/10/2011;1;22.85;-0.09;-0.28;-1119.12;225;0;0.042;-4.52;138;48;44;0;0;0;0;0;0;0;0;0;0;0;0
19/10/2011;0;22.31;0;0.12;1120.6;-82;0;-0.021;0.99;79;65;48;0;0;0;0;0;0;0;0;0;0;0;0
20/10/2011;0;16.39;-0.04;-0.18;-65.8;28;-0.5;0.021;-2.76;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/10/2011;1;17.32;0.12;-0.35;-956.15;285;0;0.008;1.37;80;35;0;0;1;0;0;1;0;0;0;0;0;0;0
24/10/2011;1;18.8;0.11;0.38;1245.25;68;0;-0.006;-0.2;117;70;0;0;0;0;0;0;1;0;0;0;0;0;0
25/10/2011;1;21.75;-0.11;0.43;1636.74;-163;0;-0.024;1.89;130;28;0;1;0;0;1;0;1;0;0;0;0;0;0
26/10/2011;1;21.78;0.18;0.13;-605.98;140;0;0.015;-0.53;97;34;0;1;0;0;0;0;0;0;0;0;0;0;0
27/10/2011;1;15.71;0.5;0.12;857.8;366;0;-0.008;-2.01;110;0;46;1;0;0;0;0;0;0;0;1;0;0;0
28/10/2011;1;39.1;-0.07;0.72;2126.34;0;0;-0.049;3.17;111;36;47;1;0;0;1;0;1;0;0;0;0;0;0
31/10/2011;0;30.12;0.06;0.54;243;-271;0;-0.037;-2.17;76;52;49;1;0;0;1;0;1;0;0;0;0;0;0
01/11/2011;0;30.93;-0.77;-0.22;-1174.74;-215;0;0.045;-0.35;88;32;0;0;0;0;0;0;0;0;0;1;0;0;0
03/11/2011;1;27.88;0.36;-0.16;-1015.64;208;0;-0.009;-0.2;199;39;53;0;1;0;0;1;0;0;0;1;0;0;0
04/11/2011;1;24.15;-0.16;0.67;873.55;-35;0;0.001;1.49;86;32;0;0;0;0;0;0;1;0;0;0;0;0;0
07/11/2011;1;19.16;-0.04;0.15;473.62;66;0;0.016;1.14;79;46;0;1;0;0;1;0;0;0;1;0;0;0;0
08/11/2011;0;25.49;0.11;0.48;528.85;116;0;-0.006;2.59;93;26;68;1;0;0;1;0;0;0;1;0;0;0;0
09/11/2011;0;22.03;-0.34;-0.22;-172.64;-391;0;-0.014;0.44;65;0;0;0;0;0;0;0;1;0;1;0;0;0;0
10/11/2011;1;27.72;0.24;-0.8;-1476.39;123;0;0.047;-2.69;56;28;0;0;1;0;0;1;0;0;0;0;0;0;0
11/11/2011;1;15.42;0.32;0.04;-227.93;257;0;-0.018;1.4;86;27;75;0;0;0;0;1;0;0;0;0;0;0;0
14/11/2011;1;16.47;0.08;0.38;1225.16;-52;0;-0.019;0.45;140;25;0;1;0;0;0;0;1;0;1;0;0;0;0
16/11/2011;1;12.71;0.03;0.14;-288.74;-193;0;0.005;0.5;42;41;77;1;0;0;0;0;0;1;0;0;0;0;0
17/11/2011;0;20.73;-0.13;0.16;301.76;-106;0;-0.002;-0.51;82;27;69;1;0;0;0;0;0;1;0;0;0;0;0
18/11/2011;1;22.45;0.15;-0.5;-1571.09;28;0;0.009;-3.66;94;40;72;0;0;0;0;0;0;1;0;1;0;0;0
21/11/2011;1;20.06;-0.29;0.19;-257.56;-242;0;0.008;-0.66;59;66;69;0;0;0;0;1;0;0;0;1;0;0;0
22/11/2011;0;33.02;-0.05;0.04;-446.75;-78;0;0.022;-0.68;55;26;0;1;0;0;0;1;0;0;0;1;0;0;0
23/11/2011;0;19.78;-0.16;-0.1;-406.15;-213;0;0.01;2.15;136;29;0;0;0;0;0;1;0;1;0;0;0;0;0
24/11/2011;1;16.8;0.14;-0.09;-906.36;-30;0;0.049;-2.01;84;44;76;0;1;0;0;1;0;1;0;0;0;0;0
25/11/2011;0;10.22;-0.16;0.08;307.8;-17;0;0.031;0.76;66;28;0;0;0;0;0;0;0;1;0;0;0;0;0
28/11/2011;1;18.33;0.43;-0.56;-385.39;311;0;-0.006;-1.38;20;60;75;0;0;0;0;0;0;1;0;0;0;0;0
29/11/2011;0;14.93;0.02;0.42;1122.86;67;0;-0.038;2.6;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/11/2011;1;18.42;0.33;-0.08;-717.59;469;-0.5;-0.009;1.82;90;42;0;0;0;0;0;0;1;0;1;0;0;0;0
01/12/2011;1;29.26;0.23;0.55;1575.22;-31;0;-0.037;-0.3;76;31;80;0;0;0;0;0;1;0;0;0;0;0;0
02/12/2011;1;22.33;0.09;0.39;1268.44;-3;0;-0.008;-1.53;112;44;0;1;0;0;1;0;0;0;0;1;0;0;0
05/12/2011;1;17.52;0.18;0.01;-257.57;66;0;-0.009;0.95;98;41;0;1;0;0;0;0;0;1;0;0;0;0;0
06/12/2011;1;19.1;-0.12;0.37;1024.63;46;0;-0.005;-0.13;115;33;0;1;0;0;0;0;0;0;0;0;0;0;0
07/12/2011;0;17.08;0.02;0.3;625.68;102;0;0.006;1;128;0;0;1;0;0;1;0;1;0;0;0;0;0;0
08/12/2011;0;18.58;0.05;-0.02;-873.33;-202;0;0.008;-1.28;98;39;100;0;0;0;0;0;1;0;0;0;0;0;0
09/12/2011;1;25.39;0.16;-0.66;-1207.81;198;0;0.023;-1.42;103;100;0;0;1;0;0;1;0;0;0;1;0;0;0
12/12/2011;0;17.63;-0.22;0.43;781.44;-199;0;-0.024;0.51;132;78;51;0;0;0;0;0;0;0;0;0;0;0;0
13/12/2011;1;15.75;0.14;-0.51;-889.6;-47;0;0.046;-1.36;93;34;0;0;0;0;0;0;0;0;0;0;0;0;0
14/12/2011;0;22.97;-0.06;0;147.99;-131;0;0.021;2.24;74;37;0;0;0;0;0;0;0;1;0;0;0;0;0
15/12/2011;0;32.57;0.2;-0.51;-847.98;66;0;0.015;-4.48;70;64;0;0;0;0;0;0;0;1;0;0;0;0;0
16/12/2011;0;24.83;0.07;-0.26;-315.72;50.3;0;-0.02;0.07;95;68;44;0;1;0;0;1;0;0;0;0;0;0;0
19/12/2011;0;21.22;0.06;-0.18;-234.22;-246.3;0;-0.008;-1.74;127;36;0;0;1;0;0;1;1;0;0;0;0;0;0
20/12/2011;1;18.95;0.24;-0.15;-798.6;328;0;0.017;0.29;129;33;0;0;1;0;0;1;0;0;0;0;0;0;0
21/12/2011;0;24.44;-0.17;0.83;1566.52;-7;0;-0.024;3.09;98;37;48;0;0;0;0;0;0;0;1;0;0;0;0
22/12/2011;1;18.57;0.13;-0.15;-211.48;79;0;0.016;0.98;113;32;0;0;0;0;0;0;0;0;1;0;0;0;0
23/12/2011;1;14.04;0.1;0.19;694.5;114;0;-0.004;0.18;110;0;0;0;0;0;0;0;0;0;1;0;0;0;0
26/12/2011;0;9.3;0.07;0.06;353.2;0;0;0;0;142;43;0;1;0;0;1;0;1;0;0;0;0;0;0
27/12/2011;1;2.82;0;-0.04;-31.59;2;0;-0.001;0.07;152;34;0;0;0;0;0;0;1;0;1;0;0;0;0
28/12/2011;0;9.29;0.04;0.02;335.72;-138;0;0.006;1.31;90;0;0;0;0;0;0;0;1;0;1;0;0;0;0
29/12/2011;1;15.84;0.14;-0.65;-1471.44;136;0;0.013;-1.71;93;37;0;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2012;1;21.68;0.02;0.05;220.32;1;0;-0.002;0;75;39;55;0;0;0;0;0;0;0;0;0;0;0;0
03/01/2012;1;20.39;0.26;0.2;1075.19;187;0;0.008;-0.63;57;42;0;1;0;0;1;0;0;0;0;0;0;0;0
04/01/2012;1;22.94;-0.2;0.76;1435.6;18;0;-0.04;4.75;58;50;0;1;0;0;1;0;1;0;0;0;0;0;0
05/01/2012;0;18.74;-0.15;0.13;100.08;-25;0;0.002;1.57;43;33;0;1;0;0;1;0;1;0;1;0;0;0;0
06/01/2012;1;19.49;0.14;-0.22;-818.87;-22;0;0.011;-0.96;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/01/2012;1;13.94;0.09;0.02;54.29;28;0;0.014;0.32;54;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10/01/2012;1;14.67;0.27;0.25;482.51;53;0;-0.025;-0.61;38;0;37;1;0;0;1;0;0;0;0;0;0;0;0
11/01/2012;1;21.08;-0.01;0.24;723.08;-2;0;-0.033;0.83;70;0;0;1;0;0;1;0;1;0;0;0;0;0;0
12/01/2012;1;19.84;0.07;0;156.44;25;0;0.003;-1.04;64;28;32;1;0;0;1;0;0;0;0;0;0;0;0
13/01/2012;0;28.33;-0.11;0.15;-41.62;-23;0;-0.025;-0.98;58;0;0;1;0;0;0;0;0;0;0;1;0;0;0
16/01/2012;1;27.09;0;-0.03;-774.2;21;0;0.007;-0.82;61;75;0;0;0;0;0;1;0;0;0;1;0;0;0
17/01/2012;1;29.98;0.27;0.52;809.88;9;0;0.001;0.76;82;25;0;0;0;0;0;0;0;0;0;0;0;0;0
18/01/2012;1;26.9;0.01;0.13;689.44;84;0;0.002;0.33;81;0;0;1;0;0;1;0;1;0;1;0;0;0;0
19/01/2012;0;25.73;0.03;0.48;1076.96;83;-0.5;-0.023;-0.87;72;22;0;1;0;0;1;0;1;0;0;0;0;0;0
20/01/2012;1;22.84;-0.1;-0.13;203.83;67;0;0.001;0.89;48;26;28;0;0;0;1;0;1;0;0;0;0;0;0
23/01/2012;1;16.64;-0.11;0;385.44;-4;0;-0.011;-1.69;62;52;0;0;0;0;1;0;1;0;0;0;0;0;0
24/01/2012;1;36.56;-0.07;0.78;74.11;-24;0;0;0.72;84;61;0;1;0;0;1;0;0;0;0;0;0;0;0
26/01/2012;0;37.25;0.28;0.23;99.98;-4;0;0.002;-0.22;142;61;0;1;0;0;1;0;0;0;0;1;0;0;0
27/01/2012;0;30.57;0.14;-0.41;466.84;-70;0;-0.01;0.98;95;47;0;0;0;0;1;0;0;0;0;0;0;0;0
30/01/2012;0;17.64;-0.21;-0.21;-48.86;-12;0;-0.013;0.67;84;0;0;0;1;0;0;0;0;1;1;0;0;0;0
31/01/2012;1;16.81;0.16;-0.09;-134.19;-25;0;0.013;-0.71;64;45;0;0;1;0;0;1;0;1;0;0;0;0;0
01/02/2012;1;28.15;0.11;0;302.3;76;0;-0.003;0.23;91;0;0;0;0;0;0;0;0;1;0;0;0;0;0
02/02/2012;0;24.36;-0.06;0.33;1494.87;13;0;-0.013;0.58;199;36;0;1;0;0;1;0;0;0;1;0;0;0;0
03/02/2012;1;26.64;-0.05;-0.36;25.92;127;0;-0.015;0.51;54;27;0;0;0;0;1;0;1;0;1;0;0;0;0
06/02/2012;1;20.31;-0.11;0.07;624.27;-17;0;-0.003;2.51;104;28;0;0;0;0;1;0;1;0;1;0;0;0;0
07/02/2012;1;14.43;-0.12;0.21;6.35;55;0;0.011;1.35;102;55;55;1;0;0;1;0;0;0;1;0;0;0;0
08/02/2012;0;29.5;0.05;0.63;693.3;12;0;-0.001;0.3;107;27;0;1;0;0;1;0;0;0;1;0;0;0;0
09/02/2012;1;24.82;0.04;-0.14;-85.86;-1;0;-0.005;0.97;78;34;0;0;0;0;0;0;1;0;1;0;0;0;0
10/02/2012;0;23.66;-1.08;0.06;-300.67;-75;0;-0.005;1.39;54;51;52;0;0;0;0;1;0;0;1;0;0;0;0
13/02/2012;1;88.05;0.26;-1.71;-1532.63;68;0;0.005;-1.28;119;54;0;0;0;1;0;1;0;1;0;0;0;0;0
14/02/2012;0;46.81;0;0.73;1693.67;5;0;-0.004;0.62;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/02/2012;0;42;0.24;-0.98;-653;-77;0;0.005;0.23;85;26;0;0;0;0;0;0;1;0;1;0;0;0;0
16/02/2012;1;40.08;-0.13;-0.09;329.96;107;0;0.008;0.77;102;64;100;0;1;0;0;0;0;0;1;0;0;0;0
