Data;PETR4_Var_Resposta;PETR4_Volume_Dia_Anterior;PETR4_Var_Abertura_Hoje_Dia_Anterior;PETR4_Var_Dia_Anterior;IBOV_Var_Dia_Anterior;DOW_JONES_Var_Dia_Anterior;Tx_Selic_Var_Dia_Anterior;Var_Cambio_Nominal_Dia_Anterior;Var_Petroleo_Brent_Dia_Anterior;Google_Buscas_Dia_Anterior;Google_Noticias_Dia_Anterior;Google_Gasolina_Dia_Anterior;PETR4_Var_Positiva_2_dias;PETR4_Var_Negativa_2_dias;PETR4_Var_Maior_1;IBOV_Var_Positiva_2_dias;IBOV_Var_Negativa_2_dias;DOW_JONES_Var_Positiva_2_dias;DOW_JONES_Var_Negativa_2_dias;Petroleo_Brent_Var_Positiva_2_dias;Petroleo_Brent_Var_Negativa_2_dias;Mes_Eleitoral;Mes_Pre_Eleitoral;Mes_Pos_Eleitoral
06/03/2014;1;14.64;0.11;-0.27;-505.4;60;0;-0.023;-1.54;55;41;48;0;1;0;0;1;0;0;0;1;0;0;0
07/03/2014;0;28.61;0;0.12;504.13;33;0;0.005;0.34;108;42;54;0;0;0;0;0;0;0;0;0;0;0;0
10/03/2014;0;32.99;-0.04;-0.1;0;-35;0;0.017;0.9;82;61;0;0;0;0;0;0;1;0;1;0;0;0;0
11/03/2014;1;39.21;0.05;-0.28;-710.87;-77;0;0.009;-0.92;121;40;0;0;1;0;0;0;0;0;0;0;0;0;0
12/03/2014;1;37.16;0;0.09;164.42;3;0;0.014;0.47;90;77;0;0;0;0;0;0;0;1;0;0;0;0;0
13/03/2014;0;42.76;0.07;0.19;164.19;-223;0;-0.012;-0.53;83;37;53;1;0;0;1;0;0;0;0;0;0;0;0
14/03/2014;0;22.5;-0.02;-0.19;-417.98;-55;0;0.012;-0.63;101;54;77;0;0;0;0;0;0;0;0;1;0;0;0
17/03/2014;0;34.51;0.09;-0.3;-478.17;174;0;-0.018;1.18;72;29;0;0;1;0;0;1;0;1;0;0;0;0;0
18/03/2014;1;39.3;0.07;-0.19;152.14;96;0;0.003;-2.33;78;36;51;0;1;0;0;0;0;0;0;0;0;0;0
19/03/2014;1;44.94;-0.02;0.37;1033.16;-118;0;-0.015;0.55;72;26;100;0;0;0;1;0;1;0;0;0;0;0;0
20/03/2014;1;51.54;-0.1;0.33;416.27;126;0;0.014;-0.94;110;40;54;1;0;0;1;0;0;0;0;0;0;0;0
21/03/2014;1;57.88;-0.49;0.59;711.25;160.2;0;-0.02;0.6;128;100;0;1;0;0;1;0;0;0;0;0;0;0;0
24/03/2014;1;48.93;0.14;0.02;102.46;-297.2;0;-0.003;0.47;105;77;0;1;0;0;1;0;1;0;1;0;0;0;0
25/03/2014;1;34.11;-0.13;0.35;612.48;96;0;-0.002;-0.11;89;51;74;1;0;0;1;0;0;0;0;0;0;0;0
26/03/2014;0;40.15;0.06;0.07;186.72;-119;0;-0.011;0.18;155;62;0;1;0;0;1;0;0;0;0;0;0;0;0
27/03/2014;1;29.46;-0.01;-0.07;-214.53;3;0;-0.007;0.04;82;75;0;0;0;0;0;0;0;0;1;0;0;0;0
28/03/2014;1;77.28;0;1.05;1681.18;58;0;-0.045;0.8;161;100;44;0;0;1;0;0;0;0;1;0;0;0;0
31/03/2014;1;42.2;0.04;0.09;121.27;133;0;0.002;0.24;194;49;0;1;0;0;1;0;1;0;1;0;0;0;0
01/04/2014;1;28.08;-0.05;0.1;646.86;76;0;0.01;-0.31;127;59;42;1;0;0;1;0;1;0;0;0;0;0;0
02/04/2014;1;35.7;-0.09;0.03;-144.55;38;0;-0.011;-2.14;227;60;0;1;0;0;0;0;1;0;0;1;0;0;0
03/04/2014;0;65.64;-0.06;0.68;1430.68;14;0.25;0.008;-0.83;95;51;42;1;0;0;0;0;1;0;0;1;0;0;0
04/04/2014;1;56.01;0.22;-0.19;-292.84;-145;0;0.01;1.36;131;56;0;0;0;0;0;0;1;0;0;0;0;0;0
07/04/2014;1;32.88;0.25;0.04;-326.43;-178;0;-0.043;0.57;75;60;0;0;0;0;0;1;0;0;1;0;0;0;0
08/04/2014;0;50.21;0.33;0.98;1073.5;2;0;-0.017;-0.9;89;82;44;1;0;0;0;0;0;1;0;0;0;0;0
09/04/2014;0;69.21;-0.08;-0.45;-526.21;180;0;-0.018;1.85;175;65;45;0;0;0;0;0;0;0;0;0;0;0;0
10/04/2014;0;41.72;-0.19;-0.13;-443.67;-250;0;-0.016;0.31;129;36;0;0;1;0;0;1;1;0;1;0;0;0;0
11/04/2014;1;27.79;-0.14;-0.17;-57.92;-129;0;0.021;-0.52;94;55;43;0;1;0;0;1;0;0;0;0;0;0;0
14/04/2014;0;42.83;0.09;0.49;739.81;115;0;0.012;-0.13;102;75;0;0;0;0;0;0;0;1;0;1;0;0;0
15/04/2014;0;26.7;-0.16;-0.25;-270.74;109;0;-0.004;1.74;108;83;0;0;0;0;0;0;0;0;0;0;0;0;0
16/04/2014;1;35.72;0.26;-0.58;-1142.2;126;0;0.019;-0.33;111;77;42;0;1;0;0;1;1;0;0;0;0;0;0
17/04/2014;1;28.58;0.11;0.44;746.21;12;0;0.011;0.86;86;74;0;0;0;0;0;0;1;0;0;0;0;0;0
22/04/2014;0;44.42;-0.06;0.57;911.29;87;0;0;0.42;103;90;46;1;0;0;1;0;1;0;0;0;0;0;0
23/04/2014;1;44.68;0.01;-0.4;-134.99;2;0;0.001;-0.68;130;45;82;0;0;0;0;0;1;0;0;0;0;0;0
24/04/2014;1;22.15;0.16;0.07;-407.17;-29;0;-0.017;-0.16;67;27;45;0;0;0;0;1;1;0;0;1;0;0;0
25/04/2014;0;30.41;-0.17;0.09;247.76;-107;0;-0.007;1.22;84;65;0;1;0;0;0;0;0;0;0;0;0;0;0
28/04/2014;1;31.31;-0.08;-0.09;-418.1;73;0;0.031;-0.75;88;58;46;0;0;0;0;0;0;1;0;0;0;0;0
29/04/2014;1;31.59;0.11;0.51;-15.67;70;0;-0.021;-1.46;81;56;45;0;0;0;0;1;0;0;0;1;0;0;0
30/04/2014;0;41.89;-0.08;0.12;454.93;44;0;0.012;0.86;84;43;45;1;0;0;0;0;1;0;0;0;0;0;0
02/05/2014;1;26.99;-0.02;-0.11;-211.92;-41;0;0;-0.31;74;28;0;0;0;0;0;0;0;0;0;1;0;0;0
05/05/2014;0;52.1;0.05;0.98;1353.62;-3;0;-0.013;0.83;82;42;49;0;0;0;0;0;0;1;0;0;0;0;0
06/05/2014;1;35.41;-0.14;-0.02;465.86;-84;0;0.023;-0.87;106;100;47;0;0;0;1;0;0;1;0;0;0;0;0
07/05/2014;1;47.87;-0.1;0.64;333.57;108;0;-0.014;-0.66;94;45;0;0;0;0;1;0;0;1;0;1;0;0;0
08/05/2014;0;44.09;0.02;0.32;273;42;0;-0.013;1.07;144;56;0;1;0;0;1;0;0;0;0;0;0;0;0
09/05/2014;0;53.34;0.17;-0.67;-630.37;17;0;-0.001;-0.09;134;44;46;0;0;0;0;0;1;0;0;0;0;0;0
12/05/2014;1;34.26;0.27;-0.2;-322.03;128;0;-0.002;-0.15;82;42;51;0;1;0;0;1;1;0;0;1;0;0;0
13/05/2014;0;20.55;-0.03;0.35;952.56;20;0;0.002;0.52;34;0;46;0;0;0;0;0;1;0;0;0;0;0;0
14/05/2014;1;27.29;0;-0.07;-145.44;-88;0;0.001;0.83;125;76;0;0;0;0;0;0;1;0;1;0;0;0;0
15/05/2014;0;23.34;-0.12;0.32;505.08;-166;0;-0.013;0.95;83;28;88;0;0;0;0;0;0;0;1;0;0;0;0
16/05/2014;1;20.33;-0.03;-0.25;-557;44;0;0.018;0.25;50;36;0;0;0;0;0;0;0;1;1;0;0;0;0
19/05/2014;0;26.07;-0.07;0.02;120.22;16;0;-0.006;-0.69;77;32;0;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2014;0;25.72;-0.04;-0.11;-622.66;-144;0;-0.009;-0.38;65;28;0;0;0;0;0;0;1;0;0;1;0;0;0
21/05/2014;1;54.26;0.15;-0.61;-986.91;162;0;0.011;0.32;76;41;44;0;1;0;0;1;0;0;0;0;0;0;0
22/05/2014;1;40.56;0.05;0.15;-162.82;29;0;-0.009;0.86;57;44;0;0;0;0;0;1;0;0;1;0;0;0;0
23/05/2014;1;32.15;-0.06;0.18;602.85;58;0;0.008;-0.19;69;30;48;1;0;0;0;0;1;0;0;0;0;0;0
26/05/2014;1;18.09;0.1;0.05;0;40;0;0.008;0.18;66;64;50;1;0;0;0;0;1;0;0;0;0;0;0
27/05/2014;0;7.35;0.07;0.15;306.5;28;0;0;-0.22;57;64;0;1;0;0;1;0;1;0;0;0;0;0;0
28/05/2014;1;22.47;0.06;-0.35;-758.93;-26;0;0.014;-0.3;40;61;95;0;0;0;0;0;1;0;0;1;0;0;0
29/05/2014;0;22.33;0.05;0.2;465.77;53;0;-0.005;-0.21;40;80;100;0;0;0;0;0;0;0;0;1;0;0;0
30/05/2014;0;19.45;-0.12;-0.38;-400.41;23;0;-0.007;0.16;41;82;52;0;0;0;0;0;0;0;0;0;0;0;0
02/06/2014;0;25.52;0.11;-0.59;-1000;18;0;0.016;-0.56;63;0;0;0;1;0;0;1;1;0;0;0;0;0;0
03/06/2014;1;26.07;-0.07;-0.08;366.49;-9;0;0.036;-0.58;76;37;0;0;1;0;0;0;1;0;0;1;0;0;0
04/06/2014;0;20.53;-0.04;0.28;426.55;5;0;0.004;-0.01;47;74;0;0;0;0;1;0;0;0;0;1;0;0;0
05/06/2014;0;20.68;0.1;-0.28;-199.4;100;0;-0.002;-0.42;74;56;0;0;0;0;0;0;0;0;0;1;0;0;0
06/06/2014;1;23.23;1.01;-0.27;-274.19;114;0;-0.016;0.39;77;0;52;0;1;0;0;1;1;0;0;0;0;0;0
09/06/2014;1;54.86;-0.1;1.3;1569.87;4;0;-0.014;-0.18;88;39;0;0;0;1;0;0;1;0;0;0;0;0;0
10/06/2014;1;47.1;-0.03;0.38;1144.5;6;0;-0.02;1.38;67;0;0;1;0;0;1;0;1;0;0;0;0;0;0
11/06/2014;1;34.58;0.35;0.25;331.18;-87;0;-0.005;-0.47;92;0;0;1;0;0;1;0;1;0;0;0;0;0;0
13/06/2014;1;48.17;-0.24;0.52;498.1;19;0;-0.003;3.07;114;71;100;1;0;0;1;0;0;1;1;0;0;0;0
16/06/2014;0;27.83;0.01;0.11;-295.8;5;0;-0.006;0.39;87;38;0;1;0;0;0;0;0;0;1;0;0;0;0
17/06/2014;0;30.8;-0.09;-0.24;-177.09;31;0;0.01;-0.47;56;0;0;0;0;0;0;1;1;0;0;0;0;0;0
18/06/2014;1;18.04;0.08;-0.4;-329.6;93;0;0.027;0.51;66;75;0;0;1;0;0;1;1;0;0;0;0;0;0
20/06/2014;0;42.93;-0.34;0.65;902.59;61;0;-0.006;0.8;56;55;0;0;0;0;0;0;1;0;1;0;0;0;0
23/06/2014;0;22.4;0.05;-0.29;-564.35;-137;0;0.007;-0.25;65;41;0;0;0;0;0;0;1;0;0;0;0;0;0
24/06/2014;0;14.24;-0.01;-0.38;-428.14;-88;0;-0.011;-0.69;70;40;0;0;1;0;0;1;0;0;0;1;0;0;0
25/06/2014;0;53.7;-0.42;-0.64;70.73;19;0;0.007;0.34;105;65;0;0;1;0;0;0;0;1;0;0;0;0;0
26/06/2014;1;48.19;0.17;-0.33;-855.04;-9;0;-0.017;-0.46;85;75;0;0;1;0;0;0;0;0;0;0;0;0;0
27/06/2014;0;23.12;-0.07;0.03;81.01;-5;0;-0.011;-0.79;76;61;0;0;0;0;0;0;0;0;0;1;0;0;0
30/06/2014;1;16.55;0.15;-0.12;-349.45;-17;0;-0.003;0.09;100;61;56;0;0;0;0;0;0;1;0;0;0;0;0
01/07/2014;0;20.86;0.05;0.09;10.92;136;0;0.02;-0.94;105;40;55;0;0;0;0;0;0;1;0;0;0;0;0
02/07/2014;0;22.77;0;-0.1;3.27;23;0;-0.013;-0.07;127;40;0;0;0;0;1;0;0;0;0;1;0;0;0
03/07/2014;1;28.51;-0.21;-0.07;-142.71;77;0;0.023;-1.05;52;0;0;0;1;0;0;0;1;0;0;1;0;0;0
04/07/2014;1;26.37;-0.07;0.37;845.8;-4;0;-0.015;-0.24;83;35;0;0;0;0;0;0;1;0;0;1;0;0;0
07/07/2014;0;9.43;-0.09;0;181.32;-26;0;0.003;-0.36;53;33;0;1;0;0;1;0;0;0;0;1;0;0;0
08/07/2014;1;18.61;0.07;-0.21;-254.07;-86;0;0.011;-0.4;94;0;0;0;0;0;0;0;0;1;0;1;0;0;0
10/07/2014;1;11.5;0.43;0.05;0;-71;0;0;-0.66;49;31;0;0;0;0;0;0;0;0;0;1;0;0;0
11/07/2014;1;35.82;-0.03;0.74;958.06;39;0;0.007;0.39;57;31;0;1;0;0;1;0;0;0;0;0;0;0;0
14/07/2014;1;20.73;0.19;0.17;0;97;0;0.002;-2.01;99;0;0;1;0;0;1;0;0;0;0;0;0;0;0
15/07/2014;1;70.22;0;0.78;958.05;10;0;-0.01;0.32;140;67;0;1;0;0;1;0;1;0;0;0;0;0;0
16/07/2014;1;43.33;0.08;0.16;229.63;69;0;0.009;-0.96;115;33;0;1;0;0;1;0;1;0;0;0;0;0;0
17/07/2014;1;27.42;-0.11;0.05;-256.25;-116;0;0.004;-0.17;65;33;47;1;0;0;0;0;1;0;0;1;0;0;0
18/07/2014;1;57.1;1.2;0.23;-79.85;91;0;0.034;2.04;86;32;0;1;0;0;0;1;0;0;0;0;0;0;0
21/07/2014;1;90.24;-0.09;0.93;0;-49;0;-0.033;-0.65;135;100;70;1;0;0;1;0;0;0;0;0;0;0;0
22/07/2014;1;44.41;0;0.36;621.02;50;0;-0.005;0.44;108;33;0;1;0;0;1;0;0;0;0;0;0;0;0
23/07/2014;0;62.29;-0.47;0.14;349.4;-8;0;-0.007;-0.35;128;65;0;1;0;0;1;0;0;0;0;0;0;0;0
24/07/2014;1;42.87;0.09;-0.75;-563.36;-27;0;0.005;0.7;136;32;46;0;0;0;0;0;0;0;0;0;0;0;0
25/07/2014;1;37.58;0.1;0.04;557.6;-107;0;0.005;-0.96;70;61;0;0;0;0;0;0;0;1;0;0;0;0;0
28/07/2014;0;24.94;0.07;0.18;0;25;0;0.006;1.32;106;0;0;1;0;0;0;0;0;1;0;0;0;0;0
29/07/2014;0;24.36;-0.05;-0.33;-125.36;-71;0;-0.007;-0.82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0
30/07/2014;1;37.95;0.08;-0.51;-576.91;-24;0;0.008;0.15;63;67;46;0;1;0;0;1;0;0;0;0;0;1;0
31/07/2014;0;27.95;-0.24;0.22;-240.84;-327;0;0.015;-1.21;113;65;48;0;0;0;0;1;0;1;0;0;0;1;0
01/08/2014;0;36.31;-0.08;-0.72;-1048.56;-78;0;0.019;-0.49;144;0;0;0;0;0;0;1;0;1;0;1;0;1;0
04/08/2014;1;30.42;0.13;-0.08;0;70;0;-0.006;-1.18;121;35;100;0;1;0;1;0;0;1;0;1;0;1;0
05/08/2014;1;22.19;0.01;0.42;713.46;-120;0;0.001;0.57;67;52;45;0;0;0;1;0;0;0;0;0;0;1;0
06/08/2014;1;53.55;0.13;0.24;-414.23;29;0;0.023;-0.8;55;41;0;1;0;0;0;0;0;0;0;0;0;1;0
07/08/2014;0;72.77;0.28;0.58;285.08;-74;0;-0.008;-0.02;79;41;46;1;0;0;0;0;0;0;0;1;0;1;0
08/08/2014;0;53.98;-0.33;-0.15;-299.13;158;0;0.022;0.85;101;59;64;0;0;0;0;0;0;0;0;0;0;1;0
11/08/2014;1;41.68;0.05;-0.8;0;36;0;-0.015;-0.42;129;0;96;0;1;0;0;0;0;0;0;0;0;1;0
12/08/2014;0;35.5;-0.05;0.79;1040.39;4;0;-0.006;-0.34;101;73;42;0;0;0;1;0;1;0;0;1;0;1;0
13/08/2014;0;30.34;0.08;-0.45;-170.98;100;0;0.001;-1.66;99;58;0;0;0;0;0;0;1;0;0;1;0;1;0
14/08/2014;0;99.81;-0.01;-0.94;-861.15;63;0;0.004;1.26;91;60;30;0;1;0;0;1;1;0;0;0;0;1;0
15/08/2014;1;45.1;0.29;-0.09;199.22;-51;0;-0.014;-2.27;100;26;0;0;1;0;0;0;1;0;0;0;0;1;0
18/08/2014;1;62.67;0.47;1.4;1183.24;162;0;-0.007;1.52;109;45;85;0;0;1;1;0;0;0;0;0;0;1;0
19/08/2014;1;66.64;-0.18;0.33;597.07;88;0;-0.002;-1.93;100;0;0;1;0;0;1;0;0;0;0;0;0;1;0
20/08/2014;1;42.77;-0.11;0.49;888.57;69;0;-0.011;-0.04;65;37;0;1;0;0;1;0;1;0;0;1;0;1;0
21/08/2014;0;54.22;-0.1;0.43;428.95;66;0;0.016;0.72;104;29;0;1;0;0;1;0;1;0;0;0;0;1;0
22/08/2014;0;40.47;-0.15;-0.06;113.87;-23;0;0.006;0.35;122;48;40;0;0;0;1;0;1;0;1;0;0;1;0
25/08/2014;1;34.13;0.29;-0.36;-584.79;63;0;0.009;-0.34;64;45;0;0;1;0;0;0;0;0;0;0;0;1;0
26/08/2014;0;44.98;-0.01;1.07;1327.85;41;0;0.011;0.36;93;29;41;0;0;1;0;0;0;0;0;0;0;1;0
27/08/2014;1;51.74;0.3;-0.19;86.28;-4;0;-0.027;-0.15;108;42;40;0;0;0;1;0;1;0;0;0;0;1;0
28/08/2014;0;72.86;-0.14;0.96;1129.12;-16;0;-0.015;0.22;153;58;42;0;0;0;1;0;0;0;0;0;0;1;0
29/08/2014;1;57.54;0.34;-0.04;-659.7;8;0;-0.006;-0.26;105;0;41;0;0;0;0;0;0;1;0;0;1;0;0
01/09/2014;1;56.33;0.58;0.53;0;0.5;0;-0.005;0.73;95;31;44;0;0;0;1;0;0;0;0;0;1;0;0
02/09/2014;1;39.47;0.16;0.46;-146.88;-32.5;0;0.01;-0.4;199;0;41;1;0;0;0;0;1;0;0;0;1;0;0
03/09/2014;0;67.54;0.27;0.7;754.71;20;0;-0.002;-2.45;71;15;69;1;0;0;0;0;0;0;0;1;1;0;0
04/09/2014;0;59.71;-0.83;-0.58;-58.94;6;0;-0.006;2.43;85;16;68;0;0;0;0;0;0;0;0;0;1;0;0
05/09/2014;1;66.66;-0.03;-1.12;-1037.02;38;0;0.006;-0.94;62;27;69;0;1;1;0;1;1;0;0;0;1;0;0
08/09/2014;0;53.4;0.58;0.03;-118.04;-17;0;-0.003;-1.01;51;55;0;0;0;0;0;1;1;0;0;1;1;0;0
09/09/2014;0;79.34;-0.18;-1.07;-1489.23;-66;0;0.027;-0.62;80;89;72;0;0;1;0;1;0;0;0;1;1;0;0
10/09/2014;0;71.51;-0.31;-0.21;-516.41;24;0;0.019;-1.04;68;39;0;0;1;0;0;1;0;1;0;1;1;0;0
11/09/2014;1;61.25;0.22;-0.51;-477.68;-15;0;0.002;-1.12;75;49;0;0;1;0;0;1;0;0;0;1;1;0;0
12/09/2014;0;51.31;-0.33;0.25;138.63;-52;0;0.01;0.04;74;45;73;0;0;0;0;0;0;0;0;0;1;0;0
15/09/2014;1;81.86;0.11;-1.03;0;37;0;0.041;-0.97;66;78;100;0;0;1;0;0;0;1;0;0;1;0;0
16/09/2014;1;52.92;0.21;0.39;1020.95;109;0;0.003;-0.46;60;50;0;0;0;0;1;0;0;0;0;1;1;0;0
17/09/2014;1;99.04;0.75;0.96;1165.9;15;0;-0.01;2.4;80;33;0;1;0;0;1;0;1;0;0;0;1;0;0
18/09/2014;0;54.08;-0.26;0.55;-6.47;108;0;0.026;-0.08;68;100;69;1;0;0;0;0;1;0;0;0;1;0;0
19/09/2014;0;56.94;-0.27;-0.8;-733.71;109.3;0;0.006;-1.27;45;33;0;0;0;0;0;1;1;0;0;1;1;0;0
22/09/2014;0;36.63;-0.44;-0.36;-585.78;-270.3;0;0.004;0.69;49;72;0;0;1;0;0;1;1;0;0;0;1;0;0
23/09/2014;0;66.25;-0.47;-0.31;-970.59;-136;0;0.03;-1.42;57;61;72;0;1;0;0;1;0;0;0;0;1;0;0
24/09/2014;1;54.47;-0.17;-0.44;-277.61;176;0;0.013;-0.12;61;33;0;0;1;0;0;1;0;1;0;1;1;0;0
25/09/2014;0;38.08;0.06;0.1;283.92;-239;0;-0.028;0.1;56;32;72;0;0;0;0;0;0;0;0;0;1;0;0
26/09/2014;1;25.97;0.06;-0.38;-862.34;130;0;0.045;0.05;49;32;0;0;0;0;0;0;0;0;1;0;1;0;0
29/09/2014;0;42.97;-1.84;1.06;0;-50;0;-0.008;0;75;54;74;0;0;1;1;0;0;0;1;0;0;0;1
30/09/2014;0;93.84;-0.1;-2.25;-2587.03;-15;0;0.027;0.2;136;32;0;0;0;1;0;0;0;0;1;0;0;0;1
01/10/2014;0;81.44;-0.37;-0.49;-509.37;-225;0;-0.001;-2.53;153;33;72;0;1;0;0;1;0;1;0;0;0;0;1
02/10/2014;1;78.76;0.29;-0.95;-1257.55;-16;0;0.035;-0.51;148;44;77;0;1;0;0;1;0;1;0;1;0;0;1
03/10/2014;1;65.05;0.28;0.2;660.14;197;0;0.014;-0.74;30;51;39;0;0;0;0;0;0;1;0;1;0;0;1
06/10/2014;1;61.49;3.03;1;1020.98;-18;0;-0.036;-1.11;29;30;0;1;0;0;1;0;0;0;0;1;0;0;1
07/10/2014;1;114.13;0.44;1.96;2576.35;-252;0;-0.035;0.48;39;33;0;1;0;1;1;0;0;0;0;0;0;0;1
08/10/2014;0;86.98;0.56;0.79;320.43;252;0;-0.028;-0.68;46;66;0;1;0;0;1;0;0;1;0;0;0;0;1
09/10/2014;1;103.51;0.42;-0.35;-377.85;-293;0;-0.019;-0.73;28;96;0;0;0;0;0;0;0;0;0;1;0;0;1
10/10/2014;0;81.8;-0.29;0.34;209.05;-173;0;0.021;-1.33;32;40;0;0;0;0;0;0;0;0;0;1;0;0;1
13/10/2014;1;64.43;1.28;-1.13;-1955.94;-205;0;0.031;0.16;32;94;0;0;0;1;0;0;0;1;0;0;0;0;1
14/10/2014;0;84.61;-0.3;2.02;2644.94;23;0;-0.035;-1.32;30;40;37;0;0;1;0;0;0;1;0;0;0;0;1
15/10/2014;0;80.12;-1.01;-0.46;58.93;-248;0;0.006;-3.85;24;79;0;0;0;0;1;0;0;0;0;1;0;0;1
16/10/2014;0;119.75;-1.09;-1.44;-1880.19;8;0;0.058;-1.26;41;55;34;0;1;1;0;0;0;0;0;1;0;0;1
17/10/2014;1;96.4;0.69;-1.44;-1836.94;294;0;0.015;0.69;32;57;0;0;1;1;0;1;0;0;0;0;0;0;1
20/10/2014;0;68.58;-0.16;0.42;1425.46;22;0;-0.037;1.69;28;31;0;0;0;0;0;0;1;0;1;0;0;0;1
21/10/2014;0;69.95;-1.13;-1.12;-1421.22;216;0;0.03;-0.76;40;76;35;0;0;1;0;0;1;0;0;0;0;0;1
22/10/2014;0;103.81;0.13;-1.19;-1870.14;-122;0;0.016;0.82;39;50;38;0;1;1;0;1;1;0;0;0;0;0;1
23/10/2014;0;61.42;-0.23;-0.07;-21.4;188;0;0.006;-1.51;54;76;0;0;1;0;0;1;0;0;0;0;0;0;1
24/10/2014;1;108.28;0.38;-1.15;-1697.77;123;0;0.012;2.12;46;62;38;0;1;1;0;1;0;0;0;0;0;0;0
27/10/2014;0;99.13;-2.21;0.86;1227.47;20;0;-0.025;-0.7;53;63;82;0;0;0;0;0;1;0;0;0;0;0;0
28/10/2014;1;213.81;0.58;-1.93;-1437.07;180;0;0.049;-0.3;186;100;34;0;0;1;0;0;1;0;0;1;0;0;0
29/10/2014;0;94.5;-0.25;0.71;1826.37;-12;0;-0.061;0.2;137;47;96;0;0;0;0;0;1;0;0;0;0;0;0
30/10/2014;1;88.04;0.56;-0.97;-1280.71;190;0.25;0;1.09;84;96;80;0;0;0;0;0;0;0;1;0;0;0;0
31/10/2014;1;74.16;0.25;0.29;1287.51;197;0;-0.058;-0.88;68;100;100;0;0;0;0;0;0;0;0;0;0;0;0
03/11/2014;0;47.08;-0.31;0.92;2291.77;-26;0;0.075;-0.38;80;64;53;1;0;0;1;0;1;0;0;1;0;0;0
04/11/2014;0;43.37;0.14;-0.41;-681.39;20;0;0.018;-1.08;107;45;66;0;0;0;0;0;0;0;0;1;0;0;0
05/11/2014;0;44.56;-0.31;-0.03;436.38;108;0;0;-1.96;89;45;66;0;1;0;0;0;0;0;0;1;0;0;0
06/11/2014;0;36.65;-0.11;-0.41;-685.17;91;0;0.008;0.13;76;69;27;0;1;0;0;0;1;0;0;0;0;0;0
07/11/2014;1;53.98;0.18;-0.32;-1061.36;-3;0;0.065;-0.09;82;52;66;0;1;0;0;1;1;0;0;0;0;0;0
10/11/2014;0;77.07;0.03;0.2;585.79;52;0;-0.011;0.53;109;81;61;0;0;0;0;0;0;0;0;0;0;0;0
11/11/2014;1;35.08;-0.16;-0.28;-497.47;15;0;-0.006;-1.05;63;25;58;0;0;0;0;0;0;0;0;0;0;0;0
12/11/2014;1;23.74;-0.03;0.02;-251.11;9;0;0.005;-0.67;75;75;29;0;0;0;0;1;1;0;0;1;0;0;0
13/11/2014;0;30.34;0.2;0.11;504.62;19;0;0.009;-1.29;72;32;84;1;0;0;0;0;1;0;0;1;0;0;0
14/11/2014;0;35.2;-0.67;-0.49;-1132.86;8;0;0.022;-2.46;70;35;41;0;0;0;0;0;1;0;0;1;0;0;0
17/11/2014;0;52.29;-0.12;-0.39;0;13;0;0.013;1.49;161;97;29;0;1;0;0;0;1;0;0;0;0;0;0
18/11/2014;0;46.74;0.15;-0.57;-515.41;35;0;0.006;-0.1;127;91;29;0;1;0;0;0;1;0;0;0;0;0;0
19/11/2014;1;60.21;-0.04;-0.15;804.87;5;0;-0.026;-0.84;153;51;29;0;1;0;0;0;1;0;0;1;0;0;0
21/11/2014;1;48.03;0.22;0.32;1340.95;86;0;0.001;1.23;145;91;28;0;0;0;1;0;1;0;0;0;0;0;0
24/11/2014;0;64.77;0.31;1.46;2681.23;12;0;-0.058;1.03;122;49;0;1;0;1;1;0;1;0;1;0;0;0;0
25/11/2014;0;69.84;0.22;-0.09;-677.13;16;0;0.03;-0.68;98;54;0;0;0;0;0;0;1;0;0;0;0;0;0
26/11/2014;0;81.09;0.28;-0.06;153.9;2;0;-0.015;-1.35;118;100;0;0;1;0;0;0;1;0;0;1;0;0;0
27/11/2014;0;34.62;0.09;-0.04;-462.34;4;0;-0.029;-0.58;89;54;56;0;1;0;0;0;1;0;0;1;0;0;0
28/11/2014;0;54.17;0.01;-0.64;-377.15;-2;0;0.029;-5.17;82;55;0;0;1;0;0;1;1;0;0;1;0;0;0
01/12/2014;0;45.59;-0.18;-0.61;2.68;-57;0;0.035;-2.43;105;56;27;0;1;0;0;0;0;0;0;1;0;0;0
02/12/2014;0;55.37;0.17;-0.46;-2447.42;107;0;-0.006;2.39;127;34;0;0;1;0;0;0;0;1;0;0;0;0;0
03/12/2014;1;38.9;0.12;-0.18;-664.11;35;0;0.008;-2;34;27;0;0;1;0;0;1;0;0;0;0;0;0;0
04/12/2014;0;38.72;0.06;0.57;708.01;-7;0.5;-0.016;-0.62;37;36;0;0;0;0;0;0;1;0;0;1;0;0;0
05/12/2014;1;35.49;0.09;-0.48;-893.61;63;0;0.039;-0.28;38;36;100;0;0;0;0;0;0;0;0;1;0;0;0
08/12/2014;0;29.36;-0.1;0.03;566.02;-102;0;-0.002;-0.57;39;72;55;0;0;0;0;0;0;0;0;1;0;0;0
09/12/2014;0;42.8;-0.38;-0.73;-1718.82;-71;0;0.011;-2.88;35;65;0;0;0;0;0;0;0;0;0;1;0;0;0
10/12/2014;0;67.18;-0.01;-0.13;-80.6;-238;0;-0.007;0.65;79;47;0;0;1;0;0;1;0;1;0;0;0;0;0
